10,3,0.000103950500488
10,4,9.3936920166e-05
10,5,7.9870223999e-05
10,6,9.10758972168e-05
10,7,7.89165496826e-05
10,8,8.10623168945e-05
10,9,8.20159912109e-05
20,3,0.000177145004272
20,4,0.000171899795532
20,5,0.000175952911377
20,6,0.000174045562744
20,7,0.000174999237061
20,8,0.000201940536499
20,9,0.000230073928833
40,3,0.000647068023682
40,4,0.000645875930786
40,5,0.000653982162476
40,6,0.000687122344971
40,7,0.000651121139526
40,8,0.000791072845459
40,9,0.000895023345947
80,3,0.00258994102478
80,4,0.00248694419861
80,5,0.00260305404663
80,6,0.0026490688324
80,7,0.00278401374817
80,8,0.00250911712646
80,9,0.00254106521606
160,3,0.00996899604797
160,4,0.00999307632446
160,5,0.0103969573975
160,6,0.0106101036072
160,7,0.0101211071014
160,8,0.0105059146881
160,9,0.0102829933167
320,3,0.0408909320831
320,4,0.041069984436
320,5,0.0408189296722
320,6,0.0415818691254
320,7,0.041344165802
320,8,0.0407910346985
320,9,0.0412771701813
10,3,9.70363616943e-05
10,4,8.79764556885e-05
10,5,9.01222229004e-05
10,6,9.20295715332e-05
10,7,9.20295715332e-05
10,8,9.32216644287e-05
10,9,9.79900360107e-05
20,3,0.00031304359436
20,4,0.000174999237061
20,5,0.000174999237061
20,6,0.000176191329956
20,7,0.000169992446899
20,8,0.000176906585693
20,9,0.000202894210815
40,3,0.000647068023682
40,4,0.000871181488037
40,5,0.00065803527832
40,6,0.000881910324097
40,7,0.00066089630127
40,8,0.000655174255371
40,9,0.000663042068481
80,3,0.00247716903687
80,4,0.00266599655151
80,5,0.00261402130127
80,6,0.00378394126892
80,7,0.00358319282532
80,8,0.00254392623901
80,9,0.00253415107727
160,3,0.0100429058075
160,4,0.0101239681244
160,5,0.0103030204773
160,6,0.0100238323212
160,7,0.010733127594
160,8,0.00997495651245
160,9,0.0109169483185
320,3,0.041011095047
320,4,0.0411100387573
320,5,0.0407140254974
320,6,0.0408821105957
320,7,0.0425488948822
320,8,0.0432410240173
320,9,0.0415050983429
10,3,9.51290130615e-05
10,4,8.32080841064e-05
10,5,8.20159912109e-05
10,6,5.19752502441e-05
10,7,5.19752502441e-05
10,8,8.08238983154e-05
10,9,5.29289245605e-05
20,3,0.000171899795532
20,4,0.00017786026001
20,5,0.000180959701538
20,6,0.000180959701538
20,7,0.000184059143066
20,8,0.000184059143066
20,9,0.000182151794434
40,3,0.00071907043457
40,4,0.000680923461914
40,5,0.000710964202881
40,6,0.000704050064087
40,7,0.000683069229126
40,8,0.000697135925293
40,9,0.000702857971191
80,3,0.0027220249176
80,4,0.0027289390564
80,5,0.00291705131531
80,6,0.00393104553223
80,7,0.00282311439514
80,8,0.002681016922
80,9,0.0026957988739
160,3,0.0111329555511
160,4,0.0106239318848
160,5,0.011579990387
160,6,0.0106980800629
160,7,0.0112750530243
160,8,0.0107688903809
160,9,0.01136302948
320,3,0.0437071323395
320,4,0.0458860397339
320,5,0.0437159538269
320,6,0.0435450077057
320,7,0.0469279289246
320,8,0.045802116394
320,9,0.0452690124512
10,3,0.000101089477539
10,4,9.41753387451e-05
10,5,0.000101089477539
10,6,0.000111818313599
10,7,6.19888305664e-05
10,8,4.88758087158e-05
10,9,4.81605529785e-05
20,3,0.000159978866577
20,4,0.000162124633789
20,5,0.000159025192261
20,6,0.000200033187866
20,7,0.000164031982422
20,8,0.000158786773682
20,9,0.000166893005371
40,3,0.000598907470703
40,4,0.000592947006226
40,5,0.00060510635376
40,6,0.000607013702393
40,7,0.000602960586548
40,8,0.000726938247681
40,9,0.000616073608398
80,3,0.00230598449707
80,4,0.00234198570251
80,5,0.00229406356812
80,6,0.00281715393066
80,7,0.00354480743408
80,8,0.0027220249176
80,9,0.0023090839386
160,3,0.00926613807678
160,4,0.00929808616638
160,5,0.00912809371948
160,6,0.0091438293457
160,7,0.00904607772827
160,8,0.00927996635437
160,9,0.00926804542542
320,3,0.0375609397888
320,4,0.0391540527344
320,5,0.0366749763489
320,6,0.0368509292603
320,7,0.036810874939
320,8,0.0366079807281
320,9,0.0370950698853
10,3,5.3882598877e-05
10,4,4.38690185547e-05
10,5,4.6968460083e-05
10,6,4.79221343994e-05
10,7,4.88758087158e-05
10,8,4.91142272949e-05
10,9,4.81605529785e-05
20,3,0.0001540184021
20,4,0.000159025192261
20,5,0.000163078308105
20,6,0.000163078308105
20,7,0.000162839889526
20,8,0.000157117843628
20,9,0.000166893005371
40,3,0.000640869140625
40,4,0.000616788864136
40,5,0.00059700012207
40,6,0.000598907470703
40,7,0.000605821609497
40,8,0.000607013702393
40,9,0.000610113143921
80,3,0.00233387947083
80,4,0.00235414505005
80,5,0.0024881362915
80,6,0.0026330947876
80,7,0.00236511230469
80,8,0.00238084793091
80,9,0.00234699249268
160,3,0.00944590568542
160,4,0.00930094718933
160,5,0.00918698310852
160,6,0.00921297073364
160,7,0.00929999351501
160,8,0.00921988487244
160,9,0.00970101356506
320,3,0.0373270511627
320,4,0.0368349552155
320,5,0.0367319583893
320,6,0.0368609428406
320,7,0.0367648601532
320,8,0.036926984787
320,9,0.0371010303497
